word,left_context,right_context,general_context
fan,[],"[('rest', 0.98164999), ('lots', 0.98051566), ('lack', 0.98004442), ('Plenty', 0.98004442), ('terms', 0.98004442), ('tons', 0.98004442), ('care', 0.98004442), ('chances', 0.98004442), ('Shape', 0.98004442), ('Lots', 0.98004442), ('fashions', 0.98004442), ('textures', 0.98004442), ('thoughts', 0.98004442), ('outsides', 0.98004442), ('layers', 0.98004442), ('Lack', 0.98004442), ('tips', 0.98004442), ('Kind', 0.98004442), ('Couple', 0.98004442), ('lengths', 0.98004442), ('kinds', 0.98004442), ('kind', 0.97728145), ('set', 0.96641451), ('signs', 0.95881659), ('pair', 0.95510727), ('pairs', 0.95507032), ('variety', 0.95174015), ('end', 0.949467), ('plenty', 0.94787025), ('types', 0.94404417), ('ton', 0.94186324), ('balls', 0.94119084), ('type', 0.93551761), ('lot', 0.93150306), ('matter', 0.9240371), ('periods', 0.92258078), ('versions', 0.92166686), ('edges', 0.91695881), ('alot', 0.91268092), ('outside', 0.91088551), ('middle', 0.90689534), ('look', 0.89482284), ('tip', 0.89182252), ('styling', 0.86911428), ('edge', 0.86529201), ('inside', 0.85874933), ('feel', 0.84032536)]",[]
clouds,"[('treadmills', 0.99714023), ('plates', 0.99714023), ('weekends', 0.98858899), ('sale', 0.98436123), ('concrete', 0.94876611)]","[('courts', 0.81457806)]",[]
results,[],[],[]
glove,"[('tad', 1.0), ('ton', 1.0), ('bIt', 1.0), ('squat', 1.0), ('super', 1.0), ('lot', 0.995628), ('half', 0.99012297), ('cloud', 0.97962677), ('result', 0.97928768), ('chance', 0.97461283), ('try', 0.97278112), ('halfsize', 0.96963519), ('couple', 0.96763957), ('week', 0.94134474), ('month', 0.92712754), ('nurse', 0.92275), ('bit', 0.92021042), ('blister', 0.9144665), ('gift', 0.90176898), ('woman', 0.87746191)]",[],[]
options,"[('choices', 0.90008897), ('scheme', 0.89358068), ('schemes', 0.89358068), ('selections', 0.89358068), ('combinations', 0.89358068)]",[],[]
weather,[],[],[]
house,[],[],[]
choices,"[('scheme', 0.98992628), ('schemes', 0.98992628), ('selections', 0.98992628), ('combinations', 0.98992628), ('options', 0.90008897)]",[],[]
outfits,[],[],[]
womens,[],[],[]
steps,[],[],[]
floor,[],[],[]
velcros,[],"[('Flyknits', 1.0), ('sol', 1.0), ('Buy', 1.0), ('Materials', 1.0), ('Stability', 1.0), ('Weights', 1.0), ('collection', 1.0), ('Military', 1.0), ('liners', 1.0), ('Family', 1.0), ('levels', 1.0), ('cares', 1.0), ('roads', 0.97250158), ('yesterday', 0.93338352)]",[]
Sizing,[],"[('Number', 0.85642004), ('Bonus', 0.85642004), ('Material', 0.85642004), ('complaint', 0.8276664), ('drawback', 0.80600208), ('downside', 0.80211067)]",[]
vacation,[],[],[]
colours,[],[],[]
black,"[('terms', 0.92216265), ('stock', 0.8894369), ('person', 0.85805702), ('love', 0.81204653)]",[],[]
terrain,[],[],[]
places,[],[],[]
styles,[],[],[]
power,[],[],[]
ground,"[('chances', 0.84249526), ('fashions', 0.84249526), ('pic', 0.84249526), ('ends', 0.84249526), ('sol', 0.84249526), ('photos', 0.84249526), ('rains', 0.84249526), ('outsides', 0.84249526), ('schools', 0.84249526), ('tips', 0.84249526), ('Military', 0.84249526), ('mans', 0.84249526), ('Metcon', 0.84249526), ('past', 0.83716559), ('outside', 0.83699298), ('mail', 0.8090288), ('gym', 0.80605888), ('rest', 0.80204296)]",[],[]
loops,[],[],[]
structure,[],[],[]
ankles,"[('Wife', 0.81783438), ('Sons', 0.81783438), ('decisions', 0.81783438), ('Knees', 0.81783438), ('husbands', 0.81783438), ('Jordans', 0.81783438), ('Family', 0.81783438), ('grandsons', 0.81783438), ('Toe', 0.81783438), ('exchanges', 0.81783438), ('Mom', 0.81783438), ('opinion', 0.80736363)]",[],[]
stain,[],"[('Weather', 0.87305224)]",[]
lifting,[],[],[]
squats,[],"[('shirts', 0.86516279), ('roads', 0.83344722), ('Stylish', 0.81976759), ('walks', 0.81447625)]",[]
hikes,[],"[('marathons', 0.98922765), ('break', 0.89389801), ('businesses', 0.8851279), ('Break', 0.8851279), ('inches', 0.8851279), ('breaks', 0.8851279)]",[]
ton,"[('tad', 1.0), ('glove', 1.0), ('bIt', 1.0), ('squat', 1.0), ('super', 1.0), ('lot', 0.995628), ('half', 0.99012297), ('cloud', 0.97962677), ('result', 0.97928768), ('chance', 0.97461283), ('try', 0.97278112), ('halfsize', 0.96963519), ('couple', 0.96763957), ('week', 0.94134474), ('month', 0.92712754), ('nurse', 0.92275), ('bit', 0.92021042), ('blister', 0.9144665), ('gift', 0.90176898), ('woman', 0.87746191)]","[('rest', 0.9530012), ('lots', 0.95244831), ('kind', 0.95231712), ('lack', 0.95210427), ('Plenty', 0.95210427), ('terms', 0.95210427), ('tons', 0.95210427), ('care', 0.95210427), ('chances', 0.95210427), ('Shape', 0.95210427), ('Lots', 0.95210427), ('fashions', 0.95210427), ('textures', 0.95210427), ('thoughts', 0.95210427), ('outsides', 0.95210427), ('layers', 0.95210427), ('Lack', 0.95210427), ('tips', 0.95210427), ('Kind', 0.95210427), ('Couple', 0.95210427), ('lengths', 0.95210427), ('kinds', 0.95210427), ('variety', 0.95160341), ('fan', 0.94186324), ('pairs', 0.93896842), ('pair', 0.93886054), ('set', 0.93785799), ('signs', 0.9314816), ('balls', 0.93047643), ('end', 0.92123532), ('plenty', 0.92084736), ('types', 0.91713035), ('matter', 0.91014487), ('type', 0.90862644), ('lot', 0.90620285), ('periods', 0.89553189), ('versions', 0.89539099), ('edges', 0.89081717), ('outside', 0.88349676), ('middle', 0.88104057), ('alot', 0.87838161), ('tip', 0.8663975), ('look', 0.86418653), ('edge', 0.83936602), ('inside', 0.8385399), ('styling', 0.83683223), ('feel', 0.81936157)]",[]
tip,[],"[('lack', 0.90998173), ('Plenty', 0.90998173), ('terms', 0.90998173), ('tons', 0.90998173), ('care', 0.90998173), ('chances', 0.90998173), ('Shape', 0.90998173), ('Lots', 0.90998173), ('fashions', 0.90998173), ('textures', 0.90998173), ('thoughts', 0.90998173), ('outsides', 0.90998173), ('layers', 0.90998173), ('Lack', 0.90998173), ('tips', 0.90998173), ('Kind', 0.90998173), ('Couple', 0.90998173), ('lengths', 0.90998173), ('kinds', 0.90998173), ('lots', 0.90995336), ('rest', 0.9096247), ('kind', 0.90542406), ('pair', 0.90051818), ('versions', 0.89437664), ('set', 0.89320993), ('fan', 0.89182252), ('signs', 0.89027143), ('pairs', 0.88697743), ('plenty', 0.8801077), ('end', 0.87808144), ('variety', 0.8776927), ('types', 0.87655514), ('type', 0.87404782), ('ton', 0.8663975), ('lot', 0.86517811), ('balls', 0.85646206), ('matter', 0.85467267), ('periods', 0.85356671), ('edges', 0.85140604), ('look', 0.84700906), ('middle', 0.842062), ('outside', 0.84108537), ('alot', 0.83635724)]",[]
deal,[],[],[]
friend,[],[],[]
MEN,[],"[('SIZE', 1.0), ('WALKING', 1.0), ('DAUGHTER', 1.0)]",[]
looks,[],[],[]
field,[],[],[]
touch,[],[],[]
collection,[],"[('velcros', 1.0), ('Flyknits', 1.0), ('sol', 1.0), ('Buy', 1.0), ('Materials', 1.0), ('Stability', 1.0), ('Weights', 1.0), ('Military', 1.0), ('liners', 1.0), ('Family', 1.0), ('levels', 1.0), ('cares', 1.0), ('roads', 0.97250158), ('yesterday', 0.93338352)]",[]
decision,[],[],[]
activity,[],[],[]
outfit,[],[],[]
bed,"[('pad', 0.80650502)]",[],[]
heels,"[('Wife', 0.84396946), ('Sons', 0.84396946), ('decisions', 0.84396946), ('Knees', 0.84396946), ('husbands', 0.84396946), ('Jordans', 0.84396946), ('Family', 0.84396946), ('grandsons', 0.84396946), ('Toe', 0.84396946), ('exchanges', 0.84396946), ('Mom', 0.84396946), ('opinion', 0.83823103), ('boyfriend', 0.82493901), ('toes', 0.8238731)]",[],[]
pocket,"[('maxes', 0.86986387), ('max', 0.85907584)]",[],[]
business,[],[],[]
office,[],[],[]
run,[],[],[]
technology,[],[],[]
molds,[],[],[]
fits,[],[],[]
energy,[],[],[]
Men,[],"[('women', 0.89464211), ('men', 0.88327521), ('Mom', 0.87532932)]",[]
purchases,[],[],[]
Color,[],[],[]
Husband,[],"[('Grandson', 0.94790614), ('Boyfriend', 0.94790614), ('Kid', 0.94790614), ('Hubby', 0.89065224), ('son', 0.85616255), ('Daughter', 0.84962654), ('daughter', 0.84784085)]",[]
inside,"[('rest', 0.99747539), ('outside', 0.96433878), ('moment', 0.95863819), ('chances', 0.92784137), ('fashions', 0.92784137), ('pic', 0.92784137), ('ends', 0.92784137), ('sol', 0.92784137), ('photos', 0.92784137), ('rains', 0.92784137), ('outsides', 0.92784137), ('schools', 0.92784137), ('tips', 0.92784137), ('Military', 0.92784137), ('mans', 0.92784137), ('Metcon', 0.92784137), ('past', 0.92197174), ('mail', 0.89098471), ('gym', 0.88313484), ('laces', 0.86735916), ('middle', 0.8609702), ('picture', 0.85525841), ('market', 0.82946014)]","[('types', 0.89048082), ('lots', 0.87164795), ('lack', 0.87124765), ('Plenty', 0.87124765), ('terms', 0.87124765), ('tons', 0.87124765), ('care', 0.87124765), ('chances', 0.87124765), ('Shape', 0.87124765), ('Lots', 0.87124765), ('fashions', 0.87124765), ('textures', 0.87124765), ('thoughts', 0.87124765), ('outsides', 0.87124765), ('layers', 0.87124765), ('Lack', 0.87124765), ('tips', 0.87124765), ('Kind', 0.87124765), ('Couple', 0.87124765), ('lengths', 0.87124765), ('kinds', 0.87124765), ('rest', 0.87090582), ('kind', 0.86929387), ('variety', 0.85948181), ('plenty', 0.85941803), ('set', 0.85896659), ('fan', 0.85874933), ('pair', 0.85862488), ('signs', 0.85237634), ('pairs', 0.84861684), ('end', 0.84461606), ('ton', 0.8385399), ('type', 0.83736426), ('balls', 0.83115333), ('lot', 0.82767004), ('matter', 0.82739204), ('outside', 0.82172245), ('periods', 0.82004112), ('versions', 0.81935066), ('edges', 0.81516528), ('middle', 0.80621898), ('look', 0.80138999), ('alot', 0.80075705)]",[]
sons,"[('boyfriend', 0.89704448), ('husband', 0.8798793), ('wife', 0.87382805), ('nephew', 0.873694), ('lady', 0.83923644), ('granddaughter', 0.83688617), ('daughter', 0.80520326)]",[],[]
Cute,[],[],[]
weights,[],[],[]
tons,[],"[('lack', 1.0), ('Plenty', 1.0), ('terms', 1.0), ('care', 1.0), ('chances', 1.0), ('Shape', 1.0), ('Lots', 1.0), ('fashions', 1.0), ('textures', 1.0), ('thoughts', 1.0), ('outsides', 1.0), ('layers', 1.0), ('Lack', 1.0), ('tips', 1.0), ('Kind', 1.0), ('Couple', 1.0), ('lengths', 1.0), ('kinds', 1.0), ('lots', 0.99996883), ('rest', 0.99960762), ('kind', 0.99499148), ('set', 0.98156911), ('fan', 0.98004442), ('signs', 0.97833991), ('pair', 0.96867788), ('plenty', 0.96717072), ('pairs', 0.96567845), ('end', 0.96494406), ('variety', 0.96451682), ('types', 0.96326673), ('type', 0.95357424), ('ton', 0.95210427), ('lot', 0.94533682), ('balls', 0.94118601), ('versions', 0.94043374), ('matter', 0.93921959), ('periods', 0.9380042), ('edges', 0.93562984), ('middle', 0.92536145), ('outside', 0.92428821), ('alot', 0.91909236), ('tip', 0.90998173), ('look', 0.88255632), ('edge', 0.87725127), ('inside', 0.87124765), ('styling', 0.85501146), ('feel', 0.83982217)]",[]
Money,[],"[('Job', 1.0)]",[]
layer,[],[],[]
hips,[],[],[]
colorway,[],[],[]
cushioning,[],[],[]
pad,"[('bed', 0.80650502)]",[],[]
band,[],[],[]
trainers,[],[],[]
websites,[],"[('fact', 0.96227086)]",[]
Excellent,[],[],[]
heal,[],[],[]
seller,[],[],[]
wife,"[('husband', 0.98825902), ('boyfriends', 0.96188724), ('sisters', 0.96188724), ('daughter', 0.94319451), ('dad', 0.9370752), ('grandson', 0.9342382), ('nephew', 0.93253076), ('lady', 0.91786778), ('son', 0.91117132), ('boyfriend', 0.88171017), ('sons', 0.87382805)]",[],[]
idea,[],[],[]
knee,[],[],[]
flyknit,[],[],[]
rating,[],[],[]
town,[],[],[]
care,[],"[('lack', 1.0), ('Plenty', 1.0), ('terms', 1.0), ('tons', 1.0), ('chances', 1.0), ('Shape', 1.0), ('Lots', 1.0), ('fashions', 1.0), ('textures', 1.0), ('thoughts', 1.0), ('outsides', 1.0), ('layers', 1.0), ('Lack', 1.0), ('tips', 1.0), ('Kind', 1.0), ('Couple', 1.0), ('lengths', 1.0), ('kinds', 1.0), ('lots', 0.99996883), ('rest', 0.99960762), ('kind', 0.99499148), ('set', 0.98156911), ('fan', 0.98004442), ('signs', 0.97833991), ('pair', 0.96867788), ('plenty', 0.96717072), ('pairs', 0.96567845), ('end', 0.96494406), ('variety', 0.96451682), ('types', 0.96326673), ('type', 0.95357424), ('ton', 0.95210427), ('lot', 0.94533682), ('balls', 0.94118601), ('versions', 0.94043374), ('matter', 0.93921959), ('periods', 0.9380042), ('edges', 0.93562984), ('middle', 0.92536145), ('outside', 0.92428821), ('alot', 0.91909236), ('tip', 0.90998173), ('look', 0.88255632), ('edge', 0.87725127), ('inside', 0.87124765), ('styling', 0.85501146), ('feel', 0.83982217)]",[]
Flyknits,"[('course', 0.93653452)]","[('velcros', 1.0), ('sol', 1.0), ('Buy', 1.0), ('Materials', 1.0), ('Stability', 1.0), ('Weights', 1.0), ('collection', 1.0), ('Military', 1.0), ('liners', 1.0), ('Family', 1.0), ('levels', 1.0), ('cares', 1.0), ('roads', 0.97250158), ('yesterday', 0.93338352)]",[]
present,[],"[('Value', 0.85097116), ('packages', 0.85097116), ('Present', 0.85097116), ('blacks', 0.85097116), ('Metcons', 0.85097116), ('weekends', 0.85097116), ('doors', 0.85097116), ('values', 0.85097116), ('gift', 0.83248824), ('Gift', 0.80068809)]",[]
mesh,[],[],[]
experience,[],"[('mornings', 0.82952589), ('rains', 0.82952589), ('Match', 0.82952589)]",[]
injury,[],[],[]
bonus,[],[],[]
fault,[],[],[]
edges,[],"[('lack', 0.93562984), ('Plenty', 0.93562984), ('terms', 0.93562984), ('tons', 0.93562984), ('care', 0.93562984), ('chances', 0.93562984), ('Shape', 0.93562984), ('Lots', 0.93562984), ('fashions', 0.93562984), ('textures', 0.93562984), ('thoughts', 0.93562984), ('outsides', 0.93562984), ('layers', 0.93562984), ('Lack', 0.93562984), ('tips', 0.93562984), ('Kind', 0.93562984), ('Couple', 0.93562984), ('lengths', 0.93562984), ('kinds', 0.93562984), ('lots', 0.9356007), ('rest', 0.93526274), ('kind', 0.93094373), ('set', 0.91838533), ('fan', 0.91695881), ('signs', 0.91536403), ('pair', 0.90632391), ('plenty', 0.90491378), ('pairs', 0.9035176), ('end', 0.90283048), ('variety', 0.90243071), ('types', 0.90126109), ('type', 0.89219254), ('ton', 0.89081717), ('lot', 0.88448536), ('balls', 0.8806017), ('versions', 0.87989789), ('matter', 0.87876189), ('periods', 0.87762469), ('middle', 0.86579579), ('outside', 0.86479163), ('alot', 0.85993022), ('tip', 0.85140604), ('look', 0.82574606), ('edge', 0.82078248), ('inside', 0.81516528)]",[]
marks,[],[],[]
navy,[],[],[]
sign,[],[],[]
works,[],[],[]
classes,[],[],[]
comment,[],[],[]
shoelaces,[],"[('combinations', 0.98586661), ('Roshes', 0.94244373), ('Toes', 0.93215507), ('nephews', 0.93215507), ('Lifters', 0.93215507), ('Kicks', 0.93215507), ('Ladies', 0.93215507), ('Laces', 0.93215507), ('Forms', 0.93215507), ('airs', 0.93215507), ('Foams', 0.93215507), ('numbers', 0.88203984), ('Shoes', 0.85679519), ('cleats', 0.85149157), ('colors', 0.84922892), ('laces', 0.83824736)]",[]
chances,"[('fashions', 1.0), ('pic', 1.0), ('ends', 1.0), ('sol', 1.0), ('photos', 1.0), ('rains', 1.0), ('outsides', 1.0), ('schools', 1.0), ('tips', 1.0), ('Military', 1.0), ('mans', 1.0), ('Metcon', 1.0), ('past', 0.99367392), ('outside', 0.99346906), ('mail', 0.96027696), ('rest', 0.95198512), ('gym', 0.95181662), ('middle', 0.92792821), ('inside', 0.92784137), ('market', 0.89396763), ('ground', 0.84249526), ('picture', 0.81829041), ('end', 0.80126822), ('moment', 0.80039012)]","[('lack', 1.0), ('Plenty', 1.0), ('terms', 1.0), ('tons', 1.0), ('care', 1.0), ('Shape', 1.0), ('Lots', 1.0), ('fashions', 1.0), ('textures', 1.0), ('thoughts', 1.0), ('outsides', 1.0), ('layers', 1.0), ('Lack', 1.0), ('tips', 1.0), ('Kind', 1.0), ('Couple', 1.0), ('lengths', 1.0), ('kinds', 1.0), ('lots', 0.99996883), ('rest', 0.99960762), ('kind', 0.99499148), ('set', 0.98156911), ('fan', 0.98004442), ('signs', 0.97833991), ('pair', 0.96867788), ('plenty', 0.96717072), ('pairs', 0.96567845), ('end', 0.96494406), ('variety', 0.96451682), ('types', 0.96326673), ('type', 0.95357424), ('ton', 0.95210427), ('lot', 0.94533682), ('balls', 0.94118601), ('versions', 0.94043374), ('matter', 0.93921959), ('periods', 0.9380042), ('edges', 0.93562984), ('middle', 0.92536145), ('outside', 0.92428821), ('alot', 0.91909236), ('tip', 0.90998173), ('look', 0.88255632), ('edge', 0.87725127), ('inside', 0.87124765), ('styling', 0.85501146), ('feel', 0.83982217)]",[]
4E,[],[],[]
hike,[],[],[]
night,[],[],[]
arches,"[('speeds', 0.95111012), ('hopes', 0.83264214)]",[],[]
Customer,[],"[('customer', 0.98981035)]",[]
lace,[],[],[]
cardio,[],[],[]
insert,[],[],[]
Tread,[],"[('Durability', 1.0)]",[]
snow,[],[],[]
glue,[],[],[]
packaging,[],[],[]
Mesh,[],[],[]
fashion,[],[],[]
slippers,[],[],[]
reviewers,"[('brands', 0.82155299)]",[],[]
foam,[],[],[]
max,"[('maxes', 0.98759806), ('force', 0.90921319), ('forces', 0.86398315), ('pocket', 0.85907584)]",[],[]
profile,[],[],[]
Shape,[],"[('lack', 1.0), ('Plenty', 1.0), ('terms', 1.0), ('tons', 1.0), ('care', 1.0), ('chances', 1.0), ('Lots', 1.0), ('fashions', 1.0), ('textures', 1.0), ('thoughts', 1.0), ('outsides', 1.0), ('layers', 1.0), ('Lack', 1.0), ('tips', 1.0), ('Kind', 1.0), ('Couple', 1.0), ('lengths', 1.0), ('kinds', 1.0), ('lots', 0.99996883), ('rest', 0.99960762), ('kind', 0.99499148), ('set', 0.98156911), ('fan', 0.98004442), ('signs', 0.97833991), ('pair', 0.96867788), ('plenty', 0.96717072), ('pairs', 0.96567845), ('end', 0.96494406), ('variety', 0.96451682), ('types', 0.96326673), ('type', 0.95357424), ('ton', 0.95210427), ('lot', 0.94533682), ('balls', 0.94118601), ('versions', 0.94043374), ('matter', 0.93921959), ('periods', 0.9380042), ('edges', 0.93562984), ('middle', 0.92536145), ('outside', 0.92428821), ('alot', 0.91909236), ('tip', 0.90998173), ('look', 0.88255632), ('edge', 0.87725127), ('inside', 0.87124765), ('styling', 0.85501146), ('feel', 0.83982217)]",[]
stripes,[],[],[]
purpose,[],[],[]
nike,[],[],[]
memory,[],"[('cloud', 0.93476963)]",[]
bIt,"[('tad', 1.0), ('glove', 1.0), ('ton', 1.0), ('squat', 1.0), ('super', 1.0), ('lot', 0.995628), ('half', 0.99012297), ('cloud', 0.97962677), ('result', 0.97928768), ('chance', 0.97461283), ('try', 0.97278112), ('halfsize', 0.96963519), ('couple', 0.96763957), ('week', 0.94134474), ('month', 0.92712754), ('nurse', 0.92275), ('bit', 0.92021042), ('blister', 0.9144665), ('gift', 0.90176898), ('woman', 0.87746191)]","[('Way', 0.84095764), ('teams', 0.80255598)]",[]
Way,[],"[('bIt', 0.84095764)]",[]
occasions,[],[],[]
teams,[],"[('bIt', 0.80255598)]",[]
surgery,[],[],[]
sport,[],[],[]
adidas,[],[],[]
superstar,[],[],[]
traction,[],[],[]
surfaces,[],[],[]
tongues,[],[],[]
releases,[],"[('ends', 0.96402526)]",[]
shapes,[],[],[]
hands,[],"[('Hands', 0.99970812)]",[]
break,[],"[('businesses', 0.97748661), ('Break', 0.97748661), ('inches', 0.97748661), ('breaks', 0.97748661), ('marathons', 0.9428646), ('hikes', 0.89389801), ('Tight', 0.85665536)]",[]
expectations,[],"[('Perfect', 0.86814582), ('replacements', 0.86434597), ('gift', 0.84006423), ('Value', 0.82842028), ('packages', 0.82842028), ('Present', 0.82842028), ('blacks', 0.82842028), ('Metcons', 0.82842028), ('weekends', 0.82842028), ('doors', 0.82842028), ('values', 0.82842028)]",[]
Thanks,[],[],[]
girls,[],[],[]
flip,[],[],[]
BUY,[],[],[]
nurse,"[('tad', 0.92275), ('glove', 0.92275), ('ton', 0.92275), ('bIt', 0.92275), ('squat', 0.92275), ('super', 0.92275), ('lot', 0.91871572), ('half', 0.91363597), ('cloud', 0.90395063), ('result', 0.90363771), ('chance', 0.899324), ('try', 0.89763379), ('halfsize', 0.89473087), ('couple', 0.89288938), ('week', 0.86862588), ('month', 0.85550696), ('bit', 0.84912413), ('blister', 0.84382397), ('gift', 0.83210731), ('woman', 0.80967796)]",[],[]
favorites,"[('Wife', 0.85677665), ('Sons', 0.85677665), ('decisions', 0.85677665), ('Knees', 0.85677665), ('husbands', 0.85677665), ('Jordans', 0.85677665), ('Family', 0.85677665), ('grandsons', 0.85677665), ('Toe', 0.85677665), ('exchanges', 0.85677665), ('Mom', 0.85677665), ('opinion', 0.8420825)]",[],[]
appearance,[],[],[]
lifestyle,[],"[('training', 0.82167661), ('tennis', 0.81068361)]",[]
combination,[],[],[]
purposes,[],[],[]
comments,[],[],[]
type,[],"[('lots', 0.95366526), ('lack', 0.95357424), ('Plenty', 0.95357424), ('terms', 0.95357424), ('tons', 0.95357424), ('care', 0.95357424), ('chances', 0.95357424), ('Shape', 0.95357424), ('Lots', 0.95357424), ('fashions', 0.95357424), ('textures', 0.95357424), ('thoughts', 0.95357424), ('outsides', 0.95357424), ('layers', 0.95357424), ('Lack', 0.95357424), ('tips', 0.95357424), ('Kind', 0.95357424), ('Couple', 0.95357424), ('lengths', 0.95357424), ('kinds', 0.95357424), ('rest', 0.9532001), ('kind', 0.94879824), ('set', 0.93706578), ('fan', 0.93551761), ('signs', 0.93291974), ('pair', 0.92796892), ('pairs', 0.92403305), ('variety', 0.92309421), ('plenty', 0.92226911), ('end', 0.9212504), ('types', 0.91854632), ('ton', 0.90862644), ('versions', 0.90460211), ('lot', 0.9021666), ('balls', 0.89838576), ('matter', 0.89561564), ('periods', 0.89524949), ('edges', 0.89219254), ('outside', 0.88766575), ('middle', 0.88240087), ('alot', 0.87642282), ('tip', 0.87404782), ('look', 0.85725397), ('edge', 0.83785892), ('inside', 0.83736426), ('styling', 0.82947093), ('feel', 0.80677158)]",[]
toebox,[],[],[]
widths,[],[],[]
reasons,[],[],[]
SHOE,[],[],"[('FASHION', 0.80127567)]"
STYLE,"[('LEATHER', 1.0), ('HOUSE', 1.0), ('MONEY', 1.0), ('MILITARY', 1.0), ('RUN', 1.0)]","[('VERSION', 1.0)]",[]
FASHION,[],[],"[('SHOE', 0.80127567)]"
PURCHASE,"[('SON', 1.0), ('SNEAKERS', 1.0), ('HUSBAND', 1.0), ('DAUGHTER', 1.0)]","[('FOOT', 1.0), ('services', 1.0), ('downsides', 1.0), ('Knees', 1.0), ('qualities', 1.0), ('PRICE', 1.0), ('SNEAKERS', 1.0), ('treads', 1.0), ('womans', 1.0), ('lights', 1.0)]","[('THING', 0.80536032)]"
THING,[],[],"[('PURCHASE', 0.80536032)]"
Boost,[],[],[]
height,[],[],[]
piece,[],[],[]
defect,[],[],[]
eastbay,[],[],[]
supports,[],[],[]
drawbacks,[],"[('Girl', 1.0), ('buys', 1.0), ('Today', 0.92410779), ('dresses', 0.91810971), ('photos', 0.91810971), ('moment', 0.81392431)]",[]
players,[],[],[]
description,[],[],[]
Fit,[],[],[]
dress,[],"[('tennis', 0.89700127), ('running', 0.82012951)]",[]
orthotics,[],[],[]
rocks,[],[],[]
activities,[],[],[]
noise,[],[],[]
bands,[],[],[]
ladies,"[('women', 0.80206311)]",[],[]
edge,[],"[('lots', 0.87791264), ('lack', 0.87725127), ('Plenty', 0.87725127), ('terms', 0.87725127), ('tons', 0.87725127), ('care', 0.87725127), ('chances', 0.87725127), ('Shape', 0.87725127), ('Lots', 0.87725127), ('fashions', 0.87725127), ('textures', 0.87725127), ('thoughts', 0.87725127), ('outsides', 0.87725127), ('layers', 0.87725127), ('Lack', 0.87725127), ('tips', 0.87725127), ('Kind', 0.87725127), ('Couple', 0.87725127), ('lengths', 0.87725127), ('kinds', 0.87725127), ('rest', 0.87690705), ('kind', 0.87285751), ('set', 0.86716729), ('fan', 0.86529201), ('pair', 0.85998869), ('signs', 0.8582499), ('pairs', 0.85244238), ('plenty', 0.84845173), ('end', 0.84772992), ('variety', 0.84612358), ('types', 0.84502697), ('ton', 0.83936602), ('type', 0.83785892), ('lot', 0.83427233), ('balls', 0.83076155), ('middle', 0.82744163), ('periods', 0.82738775), ('versions', 0.82499671), ('matter', 0.82393157), ('look', 0.82294595), ('edges', 0.82078248), ('outside', 0.81417519), ('alot', 0.80627495)]",[]
release,[],[],[]
tag,[],[],[]
hour,[],[],[]
lady,"[('husband', 0.92417878), ('wife', 0.91786778), ('nephew', 0.8856746), ('boyfriends', 0.87991679), ('sisters', 0.87991679), ('daughter', 0.86803651), ('dad', 0.86381137), ('boyfriend', 0.86050624), ('grandson', 0.8588264), ('sons', 0.83923644), ('son', 0.83223772)]",[],[]
inserts,[],[],[]
trouble,[],[],[]
item,[],[],[]
stains,[],[],[]
help,[],[],[]
number,[],[],[]
position,[],[],[]
swoosh,[],[],[]
buy,[],[],[]
adult,[],[],[]
lifter,[],[],[]
rock,[],[],[]
lifts,[],[],[]
alot,[],"[('rest', 0.92077583), ('lack', 0.91909236), ('Plenty', 0.91909236), ('terms', 0.91909236), ('tons', 0.91909236), ('care', 0.91909236), ('chances', 0.91909236), ('Shape', 0.91909236), ('Lots', 0.91909236), ('fashions', 0.91909236), ('textures', 0.91909236), ('thoughts', 0.91909236), ('outsides', 0.91909236), ('layers', 0.91909236), ('Lack', 0.91909236), ('tips', 0.91909236), ('Kind', 0.91909236), ('Couple', 0.91909236), ('lengths', 0.91909236), ('kinds', 0.91909236), ('lots', 0.91906369), ('balls', 0.916264), ('kind', 0.9157244), ('fan', 0.91268092), ('set', 0.90215266), ('signs', 0.89918476), ('pair', 0.89744711), ('pairs', 0.89682078), ('variety', 0.89020556), ('end', 0.88983256), ('plenty', 0.88891923), ('types', 0.88533109), ('lot', 0.87998039), ('ton', 0.87838161), ('type', 0.87642282), ('versions', 0.86434549), ('matter', 0.86322957), ('periods', 0.86211246), ('edges', 0.85993022), ('outside', 0.85218388), ('middle', 0.85049266), ('tip', 0.83635724), ('look', 0.83599001), ('edge', 0.80627495), ('inside', 0.80075705)]",[]
families,"[('breaks', 1.0), ('Half', 1.0), ('tear', 0.84012759)]",[],[]
morning,[],[],[]
flaws,[],[],[]
races,[],[],[]
uppers,[],[],[]
form,[],[],[]
Number,"[('Life', 1.0), ('Daughter', 1.0), ('nephews', 1.0), ('Granddaughter', 1.0), ('boyfriends', 0.8829906), ('sisters', 0.8829906), ('son', 0.84512717), ('grandson', 0.82460624), ('daughter', 0.82270747), ('dad', 0.80844373)]","[('Bonus', 1.0), ('Material', 1.0), ('drawback', 0.94112939), ('downside', 0.93658561), ('complaint', 0.93091816), ('Cushion', 0.90545338), ('4e', 0.90427005), ('Sizing', 0.85642004)]",[]
flops,"[('flop', 0.95800692)]",[],[]
spring,[],[],[]
logo,[],[],[]
turf,[],[],[]
barefoot,[],[],[]
dogs,[],[],[]
flop,"[('flops', 0.95800692)]",[],[]
hole,[],[],[]
Quality,[],[],[]
